,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,total_charges_per_month,tenure_totalcharges,blend10,blend3,pred10,pred3,profit10,profit3,training_data,profit_without_model
961,7602-mvrmb,female,0,yes,yes,72,yes,yes,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),110.45,8058.85,0,72.9637845178814,64945063.322500005,0.031975791842733574,0.04022471194987491,0,0,5000,5000,Yes,5000
962,6572-adkrs,female,0,no,no,46,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,credit_card_(automatic),74.8,3548.3,0,47.43716577540108,12590432.89,0.6098827259140327,0.5322865507604332,1,1,-1000,-1000,Yes,5000
963,7338-eriva,male,0,no,yes,39,no,no_phone_service,dsl,yes,no,no,yes,yes,no,one_year,no,bank_transfer_(automatic),45.05,1790.6,0,39.74694783573807,3206248.36,0.016992702486395207,0.020183457396092085,0,0,5000,5000,Yes,5000
964,8091-ttvax,male,0,yes,no,58,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,no,credit_card_(automatic),100.35,5681.1,0,56.61285500747385,32274897.210000005,0.13952633066076892,0.14867403132864518,0,0,5000,5000,Yes,5000
965,7244-kxyzn,female,0,no,no,24,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,credit_card_(automatic),20.45,527.35,0,25.787286063569685,278098.0225,0.016134325808093836,0.020478394448100103,0,0,5000,5000,Yes,5000
966,0117-lfrmw,male,0,yes,yes,37,no,no_phone_service,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank_transfer_(automatic),40.2,1448.8,1,36.03980099502487,2099021.44,0.05249002883159591,0.057307094718002924,0,0,-5000,-5000,Yes,-5000
967,7684-xsziy,male,0,yes,yes,72,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),24.3,1643.25,0,67.62345679012346,2700270.5625,0.0017413483472344606,0.002029948554302127,0,0,5000,5000,Yes,5000
968,5172-migpm,male,0,no,no,4,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,no,mailed_check,65.55,237.2,0,3.6186117467581997,56263.84,0.65488783521372,0.5893629624368837,1,1,-1000,-1000,Yes,5000
969,4729-xkasr,male,0,no,yes,1,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,24.75,24.75,1,1.0,612.5625,0.7741755932958572,0.7273882755919945,1,1,4000,4000,Yes,-5000
970,0415-mosgf,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed_check,44.4,44.4,1,1.0,1971.36,0.7115069758585622,0.6494533773776037,1,1,4000,4000,Yes,-5000
971,5445-glvot,female,0,no,no,22,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic_check,49.8,1049.05,0,21.065261044176708,1100505.9024999999,0.6255553133507054,0.5497450275685586,1,1,-1000,-1000,Yes,5000
972,9658-wyufb,female,0,no,no,17,yes,yes,fiber_optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic_check,94.4,1617.5,1,17.134533898305083,2616306.25,0.8012091083109864,0.7581129834238411,1,1,4000,4000,Yes,-5000
973,3422-wjoyd,male,0,yes,no,28,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,54.35,1426.45,0,26.245630174793007,2034759.6025,0.018208747014205464,0.021899119613112084,0,0,5000,5000,Yes,5000
974,8184-wmofi,male,0,yes,yes,62,yes,no,dsl,yes,no,yes,yes,no,yes,one_year,no,credit_card_(automatic),71.4,4487.3,0,62.84733893557423,20135861.290000003,0.011237994365155171,0.01240307397536749,0,0,5000,5000,Yes,5000
975,5788-ypoeg,female,0,yes,yes,34,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,no,mailed_check,84.75,2839.45,0,33.50383480825958,8062476.302499999,0.01973240210371083,0.023005022888767903,0,0,5000,5000,Yes,5000
976,5480-xtffl,female,0,yes,yes,31,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,21.0,697.7,0,33.22380952380953,486785.29000000004,0.00852525262509139,0.010628917215640014,0,0,5000,5000,Yes,5000
977,4690-pkdqg,female,1,yes,no,42,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic_check,95.55,3930.6,0,41.13657770800628,15449616.36,0.7303986473334909,0.6791919924191487,1,1,-1000,-1000,Yes,5000
978,7169-ywamk,male,0,yes,yes,72,yes,no,dsl,yes,yes,no,yes,yes,no,two_year,no,bank_transfer_(automatic),68.4,4855.35,0,70.98464912280701,23574423.622500002,0.0037299225033890692,0.004294103530886984,0,0,5000,5000,Yes,5000
979,2657-vpxta,female,0,yes,yes,10,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,88.85,929.45,0,10.460889138998313,863877.3025000001,0.8323693307592261,0.803243007318595,1,1,-1000,-1000,Yes,5000
980,1522-vvdmg,male,0,yes,yes,7,yes,no,fiber_optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic_check,89.75,608.8,1,6.783286908077994,370637.43999999994,0.7898862202038478,0.7414614059526228,1,1,4000,4000,Yes,-5000
981,1866-zsljm,male,0,no,no,21,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),20.5,402.85,0,19.651219512195123,162288.12250000003,0.030221859360020573,0.037566967527134634,0,0,5000,5000,Yes,5000
982,0708-lgsmf,male,0,yes,no,13,yes,yes,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic_check,65.85,902.25,0,13.701594533029613,814055.0625,0.6962648195071309,0.6437883862752652,1,1,-1000,-1000,Yes,5000
983,7967-hycde,male,0,no,no,8,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,no,bank_transfer_(automatic),70.7,553.4,0,7.827439886845827,306251.56,0.7034048439075696,0.6526057007870857,1,1,-1000,-1000,Yes,5000
984,3855-oncar,female,0,yes,yes,4,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,mailed_check,78.9,299.75,0,3.7991128010139414,89850.0625,0.825088082219317,0.785359308071282,1,1,-1000,-1000,Yes,5000
985,3192-nqeca,male,0,yes,no,68,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),110.0,7611.85,1,69.19863636363637,57940260.42250001,0.08303196319109277,0.096579667973676,0,0,-5000,-5000,Yes,-5000
986,3902-mivle,male,0,yes,yes,63,yes,yes,dsl,yes,no,yes,yes,no,yes,two_year,no,mailed_check,75.7,4676.7,0,61.77939233817701,21871522.889999997,0.005804550839399993,0.00712734477974427,0,0,5000,5000,Yes,5000
987,8671-kkkos,female,0,yes,no,46,no,no_phone_service,dsl,yes,yes,no,no,yes,no,month-to-month,no,electronic_check,45.55,2062.15,0,45.2722283205269,4252462.6225000005,0.42797660162842605,0.3601650950155286,0,0,5000,5000,Yes,5000
988,2208-nqbct,female,0,yes,yes,26,yes,no,fiber_optic,yes,yes,no,no,no,no,month-to-month,no,electronic_check,81.95,2070.05,0,25.259914582062233,4285107.0025,0.6153670492606281,0.5398367249947954,1,1,-1000,-1000,Yes,5000
989,2408-tzmjl,male,0,yes,no,59,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,electronic_check,110.15,6448.05,1,58.53881071266455,41577348.8025,0.18344301174055794,0.20138318310857475,0,0,-5000,-5000,Yes,-5000
990,5762-tjxgk,female,0,no,no,52,no,no_phone_service,dsl,yes,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),58.75,3038.55,0,51.720000000000006,9232786.102500001,0.02314759789777515,0.028148750801441497,0,0,5000,5000,Yes,5000
991,2725-ttriq,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),84.2,5986.55,0,71.09916864608076,35838780.9025,0.008517646552660466,0.010721829963572778,0,0,5000,5000,Yes,5000
992,3482-abpkk,female,0,no,no,28,yes,no,dsl,yes,no,no,yes,no,no,one_year,no,mailed_check,54.3,1546.3,0,28.476979742173114,2391043.69,0.02160338435344606,0.02498292645077002,0,0,5000,5000,Yes,5000
993,2452-kdrrh,male,1,no,no,67,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),101.4,6841.05,0,67.46597633136095,46799965.1025,0.6873475043225027,0.620671276143291,1,1,-1000,-1000,Yes,5000
994,7074-ievoj,female,1,no,no,3,yes,yes,fiber_optic,no,yes,no,no,no,no,month-to-month,yes,electronic_check,79.4,205.05,1,2.5824937027707806,42045.5025,0.8859998717925046,0.863647690163049,1,1,4000,4000,Yes,-5000
995,7740-btpux,male,1,yes,no,55,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,113.6,6292.7,0,55.39348591549296,39598073.29,0.125817132080202,0.1544504157824709,0,0,5000,5000,Yes,5000
996,7909-fioiy,female,0,yes,yes,19,no,no_phone_service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,24.85,434.8,0,17.49698189134809,189051.04,0.6026409418722488,0.5319411913082044,1,1,-1000,-1000,Yes,5000
997,6437-ukhmv,female,0,no,no,7,yes,no,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,79.7,586.05,1,7.353199498117942,343454.6024999999,0.845227823342916,0.817258628275934,1,1,4000,4000,Yes,-5000
998,9033-eoxwv,female,0,no,no,12,yes,yes,dsl,no,no,no,yes,yes,yes,one_year,no,mailed_check,74.05,872.65,1,11.784604996623903,761518.0225,0.3168542204203977,0.304717518094822,0,0,-5000,-5000,Yes,-5000
999,0749-irgqe,female,1,yes,no,13,no,no_phone_service,dsl,no,no,no,no,yes,yes,month-to-month,no,electronic_check,45.3,528.45,0,11.665562913907287,279259.4025,0.7367429436596615,0.6921192691957829,1,1,-1000,-1000,Yes,5000
1000,9360-omdzz,male,0,no,no,24,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,94.1,2322.85,0,24.684909670563233,5395632.1225,0.8499048732806431,0.8211021344260584,1,1,-1000,-1000,Yes,5000
1001,5743-khmna,male,0,no,no,71,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),25.55,1898.1,0,74.28962818003913,3602783.61,0.002082464571602373,0.002484004306096883,0,0,5000,5000,Yes,5000
1002,0825-cppqh,female,0,yes,no,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.1,1372.45,0,71.85602094240838,1883619.0025000002,0.0018823500433046468,0.0021303824124225545,0,0,5000,5000,Yes,5000
1003,5075-jsdki,female,0,no,no,59,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,electronic_check,24.45,1493.1,0,61.06748466257668,2229347.61,0.00495002130570931,0.006052631803298398,0,0,5000,5000,Yes,5000
1004,7075-bndvq,female,0,no,no,4,no,no_phone_service,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed_check,35.0,135.75,0,3.8785714285714286,18428.0625,0.5980121759565126,0.5386173084528687,1,1,-1000,-1000,Yes,5000
1005,8565-wuxzu,male,1,yes,no,72,yes,no,fiber_optic,yes,yes,no,yes,no,no,two_year,yes,credit_card_(automatic),84.8,6141.65,0,72.4251179245283,37719864.7225,0.012697423199764964,0.015831062524453373,0,0,5000,5000,Yes,5000
1006,8564-ldkfl,male,0,yes,no,40,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),106.0,4178.65,0,39.42122641509434,17461115.822499998,0.41999484188898073,0.4083273051435681,0,0,5000,5000,Yes,5000
1007,3723-bfbgr,male,1,no,no,24,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit_card_(automatic),54.8,1291.3,0,23.563868613138688,1667455.69,0.6144536733274448,0.5372498067076091,1,1,-1000,-1000,Yes,5000
1008,6586-mygkd,male,0,yes,no,70,yes,yes,dsl,yes,no,no,yes,yes,yes,two_year,yes,credit_card_(automatic),76.95,5289.8,0,68.74333983105913,27981984.040000003,0.015152317593966064,0.01775518935916056,0,0,5000,5000,Yes,5000
1009,2931-svltv,male,0,yes,yes,40,yes,yes,fiber_optic,yes,yes,no,yes,yes,yes,month-to-month,yes,credit_card_(automatic),110.1,4469.1,0,40.59128065395096,19972854.810000002,0.23189798781070214,0.23867350560192369,0,0,5000,5000,Yes,5000
1010,7602-dbtou,female,0,yes,no,71,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.6,1416.5,0,72.2704081632653,2006472.25,0.001701622942741557,0.0019326943034923072,0,0,5000,5000,Yes,5000
1011,2229-dpmbi,female,0,yes,yes,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.5,162.15,0,8.315384615384616,26292.6225,0.026078958775263093,0.03362428856329259,0,0,5000,5000,Yes,5000
1012,5468-bpmmo,male,0,yes,no,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,electronic_check,19.6,851.2,0,43.42857142857143,724541.4400000001,0.021101996641824702,0.023599289476123293,0,0,5000,5000,Yes,5000
1013,5760-ifjoz,male,0,no,no,3,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,no,mailed_check,107.95,313.6,0,2.905048633626679,98344.96000000002,0.7794919295543832,0.7394853314048573,1,1,-1000,-1000,Yes,5000
1014,2446-beggb,female,1,no,no,6,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,98.25,560.6,1,5.7058524173028,314272.36000000004,0.9129065861735235,0.8944655475353663,1,1,4000,4000,Yes,-5000
1015,9586-jgqkh,female,0,yes,no,64,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,two_year,yes,bank_transfer_(automatic),105.4,6794.75,0,64.46631878557875,46168627.5625,0.05853676348648033,0.0738913034628749,0,0,5000,5000,Yes,5000
1016,8735-ijjeg,male,0,yes,no,14,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),50.2,668.85,0,13.323705179282868,447360.3225,0.5983597734737889,0.5218229720377299,1,1,-1000,-1000,Yes,5000
1017,6345-fzoqh,male,0,yes,no,69,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,19.9,1363.45,0,68.51507537688443,1858995.9025,0.001647332387060442,0.0019016445287405555,0,0,5000,5000,Yes,5000
1018,6137-nicco,female,0,yes,yes,6,yes,yes,fiber_optic,no,yes,yes,no,yes,no,month-to-month,yes,mailed_check,94.05,518.75,0,5.515683147262095,269101.5625,0.8204703508693459,0.7786676384356546,1,1,-1000,-1000,Yes,5000
1019,4626-ozdtj,female,0,yes,no,51,yes,yes,dsl,no,yes,no,yes,yes,yes,one_year,yes,credit_card_(automatic),78.65,3950.85,0,50.233312142403044,15609215.7225,0.04894021786339189,0.056265815602558104,0,0,5000,5000,Yes,5000
1020,3976-nldez,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.6,20.6,0,1.0,424.36000000000007,0.1138604894575547,0.13319506161564465,0,0,5000,5000,Yes,5000
1021,3753-tsemp,female,0,yes,no,15,yes,no,fiber_optic,no,no,no,no,yes,yes,month-to-month,no,electronic_check,88.15,1390.6,1,15.77538287010777,1933768.3599999996,0.7812337152004448,0.7431039578945392,1,1,4000,4000,Yes,-5000
1022,2143-ljult,female,0,yes,no,67,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,credit_card_(automatic),25.25,1733.15,0,68.63960396039604,3003808.9225000003,0.003572599124185599,0.004325052977158577,0,0,5000,5000,Yes,5000
1023,9600-udopk,male,0,yes,no,30,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,credit_card_(automatic),94.05,2866.45,1,30.47793726741095,8216535.602499999,0.7796868426067632,0.7381387937500627,1,1,4000,4000,Yes,-5000
1024,4255-dduou,female,0,yes,yes,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.5,20.5,1,1.0,420.25,0.1786562306923507,0.20239802265763637,0,0,-5000,-5000,Yes,-5000
1025,6374-ntqlp,male,1,yes,yes,72,yes,no,fiber_optic,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),104.1,7447.7,0,71.54370797310278,55468235.29,0.02382761981206804,0.029601234851477892,0,0,5000,5000,Yes,5000
1026,2325-wines,female,0,no,no,32,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,one_year,yes,credit_card_(automatic),104.05,3416.85,0,32.83853916386353,11674863.9225,0.6129147933428188,0.5667170066042309,1,1,-1000,-1000,Yes,5000
1027,2651-zcbxv,male,0,no,no,54,yes,yes,fiber_optic,yes,yes,no,yes,yes,yes,two_year,yes,credit_card_(automatic),108.0,5760.65,0,53.33935185185185,33185088.422499996,0.0686566447424149,0.08122561337869437,0,0,5000,5000,Yes,5000
1028,0637-ubjrp,male,0,yes,yes,13,yes,no,fiber_optic,yes,no,no,no,no,yes,month-to-month,no,electronic_check,84.05,1095.3,1,13.031528851873885,1199682.0899999999,0.7283820402501618,0.6713873008456385,1,1,4000,4000,Yes,-5000
1029,4115-umjfq,male,0,no,no,69,no,no_phone_service,dsl,no,yes,yes,no,no,no,one_year,yes,bank_transfer_(automatic),35.75,2492.25,0,69.7132867132867,6211310.0625,0.02597158844666695,0.027266438139128227,0,0,5000,5000,Yes,5000
1030,4472-vesgy,female,0,yes,yes,52,yes,yes,fiber_optic,yes,yes,yes,no,no,yes,month-to-month,no,bank_transfer_(automatic),98.15,4993.4,0,50.875191034131426,24934043.559999995,0.1263635481446384,0.12964478505153698,0,0,5000,5000,Yes,5000
1031,4465-vdkiq,female,0,no,no,18,yes,no,fiber_optic,no,yes,yes,no,no,no,month-to-month,no,electronic_check,77.8,1358.6,0,17.46272493573265,1845793.9599999997,0.6749359315294462,0.6151559681033102,1,1,-1000,-1000,Yes,5000
1032,3779-oswcf,female,0,yes,no,71,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,no,credit_card_(automatic),93.2,6506.15,0,69.80847639484978,42329987.8225,0.008563805004969892,0.010411177193370792,0,0,5000,5000,Yes,5000
1033,7025-wcbne,male,1,no,no,47,yes,yes,dsl,no,yes,no,yes,no,no,two_year,no,bank_transfer_(automatic),59.6,2754.0,0,46.20805369127517,7584516.0,0.020574607385781613,0.024363167963018326,0,0,5000,5000,Yes,5000
1034,6174-nrbtz,male,0,no,no,46,no,no_phone_service,dsl,yes,no,no,no,no,no,one_year,yes,bank_transfer_(automatic),30.75,1489.3,0,48.43252032520325,2218014.4899999998,0.03538593596500089,0.03832761403623651,0,0,5000,5000,Yes,5000
1035,7426-weijx,male,1,yes,yes,60,yes,yes,fiber_optic,yes,no,no,no,no,no,month-to-month,yes,electronic_check,80.95,4859.1,0,60.02594193946881,23610852.810000002,0.5921102033965914,0.5122185444676998,1,1,-1000,-1000,Yes,5000
1036,0932-yixyu,female,0,no,no,47,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),20.25,1029.8,0,50.85432098765432,1060488.0399999998,0.005550841477306876,0.0066177957209742205,0,0,5000,5000,Yes,5000
1037,6651-azvtj,male,0,yes,yes,49,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,99.8,4872.45,1,48.82214428857716,23740769.002499998,0.785964616696038,0.7315557147564652,1,1,4000,4000,Yes,-5000
1038,1550-eenbn,female,0,no,no,31,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,month-to-month,no,electronic_check,104.35,3205.6,0,30.719693339722088,10275871.36,0.6801912177675353,0.6224425603283865,1,1,-1000,-1000,Yes,5000
1039,3786-wovkf,female,1,yes,no,72,yes,yes,fiber_optic,yes,yes,no,no,yes,yes,one_year,yes,bank_transfer_(automatic),106.85,7677.4,0,71.85212915301825,58942470.76,0.07346998342595068,0.08869624041139447,0,0,5000,5000,Yes,5000
1040,2075-rmjik,female,0,yes,yes,5,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed_check,49.4,232.55,0,4.7074898785425106,54079.5025,0.6212782149751067,0.55114277272371,1,1,-1000,-1000,Yes,5000
1041,3537-rybhh,female,1,yes,no,47,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,yes,credit_card_(automatic),67.45,3252.0,0,48.21349147516679,10575504.0,0.5590363438631424,0.4733700120341778,1,0,-1000,5000,Yes,5000
1042,3021-vlnrj,female,0,no,yes,50,yes,no,dsl,yes,no,yes,yes,yes,no,one_year,yes,credit_card_(automatic),70.8,3478.15,0,49.12641242937853,12097527.422500001,0.02007302258300604,0.022600734583756773,0,0,5000,5000,Yes,5000
1043,1291-cuocy,male,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),110.6,7962.2,0,71.99095840867993,63396628.839999996,0.046064478478378974,0.05784488483019561,0,0,5000,5000,Yes,5000
1044,4661-njeux,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.05,20.05,0,1.0,402.00250000000005,0.18517530176208988,0.21174401628211412,0,0,5000,5000,Yes,5000
1045,2480-sqiob,male,0,yes,yes,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic_check,44.8,169.65,0,3.7868303571428577,28781.1225,0.7219722399458679,0.6625576426238624,1,1,-1000,-1000,Yes,5000
1046,3144-audbs,female,0,yes,no,6,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic_check,49.15,270.8,1,5.509664292980672,73332.64,0.6933866202663405,0.6340645056952378,1,1,4000,4000,Yes,-5000
